90001,Los Angeles,California ,LOS ANGELES,06,037,CA 
96050,Klamath River,California ,SISKIYOU,06,093,CA 
96054,Lookout,California ,MODOC,06,049,CA 
96052,Lewiston,California ,TRINITY,06,105,CA 
96055,Los Molinos,California ,TEHAMA,06,103,CA 
96056,Mcarthur,California ,SHASTA,06,089,CA 
96064,Montague,California ,SISKIYOU,06,093,CA 
96058,Macdoel,California ,SISKIYOU,06,093,CA 
96061,Mill Creek,California ,TEHAMA,06,103,CA 
96062,Millville,California ,SHASTA,06,089,CA 
96063,Mineral,California ,TEHAMA,06,103,CA 
96067,Mount Shasta,California ,SISKIYOU,06,093,CA 
96065,Montgomery Creek,California ,SHASTA,06,089,CA 
96059,Manton,California ,TEHAMA,06,103,CA 
96068,Nubieber,California ,LASSEN,06,035,CA 
96069,Oak Run,California ,SHASTA,06,089,CA 
96074,Paskenta,California ,TEHAMA,06,103,CA 
96073,Palo Cedro,California ,SHASTA,06,089,CA 
96075,Paynes Creek,California ,TEHAMA,06,103,CA 
96076,Platina,California ,SHASTA,06,089,CA 
96070,Obrien,California ,SHASTA,06,089,CA 
96071,Old Station,California ,SHASTA,06,089,CA 
96078,Proberta,California ,TEHAMA,06,103,CA 
96080,Red Bluff,California ,TEHAMA,06,103,CA 
96079,Shasta Lake,California ,SHASTA,06,089,CA 
96087,Shasta,California ,SHASTA,06,089,CA 
96085,Scott Bar,California ,SISKIYOU,06,093,CA 
96088,Shingletown,California ,SHASTA,06,089,CA 
96084,Round Mountain,California ,SHASTA,06,089,CA 
96089,Shasta Lake,California ,SHASTA,06,089,CA 
96086,Seiad Valley,California ,SISKIYOU,06,093,CA 
96090,Tehama,California ,TEHAMA,06,103,CA 
96091,Trinity Center,California ,TRINITY,06,105,CA 
96092,Vina,California ,TEHAMA,06,103,CA 
96096,Whitmore,California ,SHASTA,06,089,CA 
96094,Weed,California ,SISKIYOU,06,093,CA 
96095,Whiskeytown,California ,SHASTA,06,089,CA 
96097,Yreka,California ,SISKIYOU,06,093,CA 
96093,Weaverville,California ,TRINITY,06,105,CA 
96099,Redding,California ,SHASTA,06,089,CA 
96101,Alturas,California ,MODOC,06,049,CA 
96107,Coleville,California ,MONO,06,051,CA 
96104,Cedarville,California ,MODOC,06,049,CA 
96108,Davis Creek,California ,MODOC,06,049,CA 
96106,Clio,California ,PLUMAS,06,063,CA 
96103,Blairsden Graeagle,California ,PLUMAS,06,063,CA 
96105,Chilcoot,California ,PLUMAS,06,063,CA 
96109,Doyle,California ,LASSEN,06,035,CA 
96110,Eagleville,California ,MODOC,06,049,CA 
96114,Janesville,California ,LASSEN,06,035,CA 
96111,Floriston,California ,NEVADA,06,057,CA 
96116,Likely,California ,MODOC,06,049,CA 
96112,Fort Bidwell,California ,MODOC,06,049,CA 
96113,Herlong,California ,LASSEN,06,035,CA 
96115,Lake City,California ,MODOC,06,049,CA 
96117,Litchfield,California ,LASSEN,06,035,CA 
96118,Loyalton,California ,SIERRA,06,091,CA 
96121,Milford,California ,LASSEN,06,035,CA 
96122,Portola,California ,PLUMAS,06,063,CA 
96123,Ravendale,California ,LASSEN,06,035,CA 
96119,Madeline,California ,LASSEN,06,035,CA 
96124,Calpine,California ,SIERRA,06,091,CA 
96120,Markleeville,California ,ALPINE,06,003,CA 
96125,Sierra City,California ,SIERRA,06,091,CA 
96126,Sierraville,California ,SIERRA,06,091,CA 
96127,Susanville,California ,LASSEN,06,035,CA 
96132,Termo,California ,LASSEN,06,035,CA 
96134,Tulelake,California ,SISKIYOU,06,093,CA 
96135,Vinton,California ,PLUMAS,06,063,CA 
96129,Beckwourth,California ,PLUMAS,06,063,CA 
96133,Topaz,California ,MONO,06,051,CA 
96128,Standish,California ,LASSEN,06,035,CA 
96130,Susanville,California ,LASSEN,06,035,CA 
96136,Wendel,California ,LASSEN,06,035,CA 
96137,Westwood,California ,LASSEN,06,035,CA 
96141,Homewood,California ,PLACER,06,061,CA 
96140,Carnelian Bay,California ,PLACER,06,061,CA 
96145,Tahoe City,California ,PLACER,06,061,CA 
96142,Tahoma,California ,EL DORADO,06,017,CA 
96143,Kings Beach,California ,PLACER,06,061,CA 
96146,Olympic Valley,California ,PLACER,06,061,CA 
96150,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96154,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96156,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96151,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96155,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96157,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96152,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96148,Tahoe Vista,California ,PLACER,06,061,CA 
96158,South Lake Tahoe,California ,EL DORADO,06,017,CA 
96160,Truckee,California ,NEVADA,06,057,CA 
96162,Truckee,California ,NEVADA,06,057,CA 
96161,Truckee,California ,NEVADA,06,057,CA 
